gene	ID	chr	start	end	discription
DNPEP	ENSG00000123992	2	220238268	220264744	aspartyl aminopeptidase 
DES	ENSG00000175084	2	220283099	220291461	desmin 
SPEG	ENSG00000072195	2	220299568	220363009	SPEG complex locus 
GMPPA	ENSG00000144591	2	220363589	220371710	GDP-mannose pyrophosphorylase A 
ASIC4	ENSG00000072182	2	220378892	220403494	acid-sensing (proton-gated) ion channel family member 4 
CHPF	ENSG00000123989	2	220403669	220408509	chondroitin polymerizing factor 
TMEM198	ENSG00000188760	2	220408385	220415317	transmembrane protein 198 
OBSL1	ENSG00000124006	2	220415451	220436581	obscurin-like 1 
INHA	ENSG00000123999	2	220433884	220440435	inhibin, alpha 
STK11IP	ENSG00000144589	2	220462582	220481173	serine/threonine kinase 11 interacting protein 
SLC4A3	ENSG00000114923	2	220492049	220506702	solute carrier family 4, anion exchanger, member 3 
EPHA4	ENSG00000116106	2	222282747	222438922	EPH receptor A4 
PAX3	ENSG00000135903	2	223064607	223163715	paired box 3 
CCDC140	ENSG00000163081	2	223162866	223169936	coiled-coil domain containing 140 
SGPP2	ENSG00000163082	2	223289236	223425667	sphingosine-1-phosphate phosphatase 2 
FARSB	ENSG00000116120	2	223435255	223521056	phenylalanyl-tRNA synthetase, beta subunit 
MOGAT1	ENSG00000124003	2	223536505	223574649	monoacylglycerol O-acyltransferase 1 
ACSL3	ENSG00000123983	2	223725652	223809357	acyl-CoA synthetase long-chain family member 3 
KCNE4	ENSG00000152049	2	223916532	224063117	potassium voltage-gated channel, Isk-related family, member 4 
SCG2	ENSG00000171951	2	224461658	224467221	secretogranin II 
AP1S3	ENSG00000152056	2	224616403	224702744	adaptor-related protein complex 1, sigma 3 subunit 
WDFY1	ENSG00000085449	2	224720433	224810104	WD repeat and FYVE domain containing 1 
MRPL44	ENSG00000135900	2	224822121	224832431	mitochondrial ribosomal protein L44 
SERPINE2	ENSG00000135919	2	224839829	224904036	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2 
FAM124B	ENSG00000124019	2	225243415	225266802	family with sequence similarity 124B 
CUL3	ENSG00000036257	2	225334867	225450110	cullin 3 
DOCK10	ENSG00000135905	2	225629807	225907162	dedicator of cytokinesis 10 
NYAP2	ENSG00000144460	2	226265364	226518734	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2 
IRS1	ENSG00000169047	2	227599757	227664475	insulin receptor substrate 1 
RHBDD1	ENSG00000144468	2	227700297	227863931	rhomboid domain containing 1 
COL4A4	ENSG00000081052	2	227867427	228028829	collagen, type IV, alpha 4 
COL4A3	ENSG00000169031	2	228029281	228179508	collagen, type IV, alpha 3 (Goodpasture antigen) 
MFF	ENSG00000168958	2	228189867	228222550	mitochondrial fission factor 
TM4SF20	ENSG00000168955	2	228226872	228246711	transmembrane 4 L six family member 20 
AGFG1	ENSG00000173744	2	228336868	228421384	ArfGAP with FG repeats 1 
C2orf83	ENSG00000042304	2	228474806	228498036	chromosome 2 open reading frame 83 
SLC19A3	ENSG00000135917	2	228549926	228582728	solute carrier family 19, member 3 
CCL20	ENSG00000115009	2	228678558	228682272	chemokine (C-C motif) ligand 20 
DAW1	ENSG00000123977	2	228735770	228789060	dynein assembly factor with WDR repeat domains 1 
SPHKAP	ENSG00000153820	2	228844666	229046361	SPHK1 interactor, AKAP domain containing 
PID1	ENSG00000153823	2	229715242	230136001	phosphotyrosine interaction domain containing 1 
DNER	ENSG00000187957	2	230222345	230579274	delta/notch-like EGF repeat containing 
TRIP12	ENSG00000153827	2	230628554	230787955	thyroid hormone receptor interactor 12 
FBXO36	ENSG00000153832	2	230787018	230877825	F-box protein 36 
SLC16A14	ENSG00000163053	2	230899698	230933715	solute carrier family 16, member 14 (monocarboxylic acid transporter 14) 
SP110	ENSG00000135899	2	231032009	231090444	SP110 nuclear body protein 
SP140	ENSG00000079263	2	231067826	231223762	SP140 nuclear body protein 
SP140L	ENSG00000185404	2	231191899	231268447	SP140 nuclear body protein-like 
SP100	ENSG00000067066	2	231280657	231408805	SP100 nuclear antigen 
CAB39	ENSG00000135932	2	231577560	231685790	calcium binding protein 39 
ITM2C	ENSG00000135916	2	231729354	231743963	integral membrane protein 2C 
GPR55	ENSG00000135898	2	231772033	231825781	G protein-coupled receptor 55 
SPATA3	ENSG00000173699	2	231860836	231889770	spermatogenesis associated 3 
C2orf72	ENSG00000204128	2	231902205	231914434	chromosome 2 open reading frame 72 
PSMD1	ENSG00000173692	2	231921578	232037541	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 
HTR2B	ENSG00000135914	2	231972944	231989832	5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled 
ARMC9	ENSG00000135931	2	232063260	232239548	armadillo repeat containing 9 
B3GNT7	ENSG00000156966	2	232260254	232265875	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 
NCL	ENSG00000115053	2	232318242	232348352	nucleolin 
NMUR1	ENSG00000171596	2	232387871	232395206	neuromedin U receptor 1 
C2orf57	ENSG00000177673	2	232457575	232458994	chromosome 2 open reading frame 57 
PTMA	ENSG00000187514	2	232571605	232578251	prothymosin, alpha 
PDE6D	ENSG00000156973	2	232597135	232650982	phosphodiesterase 6D, cGMP-specific, rod, delta 
COPS7B	ENSG00000144524	2	232646381	232673963	COP9 signalosome subunit 7B 
NPPC	ENSG00000163273	2	232786530	232791113	natriuretic peptide C 
DIS3L2	ENSG00000144535	2	232825955	233209060	DIS3 mitotic control homolog (S. cerevisiae)-like 2 
ALPP	ENSG00000163283	2	233243244	233247599	alkaline phosphatase, placental 
ALPPL2	ENSG00000163286	2	233271553	233275424	alkaline phosphatase, placental-like 2 
ALPI	ENSG00000163295	2	233320833	233324742	alkaline phosphatase, intestinal 
ECEL1	ENSG00000171551	2	233344537	233352538	endothelin converting enzyme-like 1 
PRSS56	ENSG00000237412	2	233385173	233390422	protease, serine, 56 
CHRND	ENSG00000135902	2	233390703	233401377	cholinergic receptor, nicotinic, delta (muscle) 
CHRNG	ENSG00000196811	2	233404437	233411113	cholinergic receptor, nicotinic, gamma (muscle) 
TIGD1	ENSG00000221944	2	233412779	233415226	tigger transposable element derived 1 
EIF4E2	ENSG00000135930	2	233414762	233448354	eukaryotic translation initiation factor 4E family member 2 
EFHD1	ENSG00000115468	2	233470767	233547491	EF-hand domain family, member D1 
GIGYF2	ENSG00000204120	2	233562009	233725285	GRB10 interacting GYF protein 2 
KCNJ13	ENSG00000115474	2	233631174	233641278	potassium inwardly-rectifying channel, subfamily J, member 13 
C2orf82	ENSG00000182600	2	233721980	233743418	chromosome 2 open reading frame 82 
NGEF	ENSG00000066248	2	233743396	233877982	neuronal guanine nucleotide exchange factor 
NEU2	ENSG00000115488	2	233897382	233899767	sialidase 2 (cytosolic sialidase) 
INPP5D	ENSG00000168918	2	233924677	234116549	inositol polyphosphate-5-phosphatase, 145kDa 
ATG16L1	ENSG00000085978	2	234118697	234204320	autophagy related 16-like 1 (S. cerevisiae) 
SAG	ENSG00000130561	2	234216462	234255701	S-antigen; retina and pineal gland (arrestin) 
DGKD	ENSG00000077044	2	234263153	234380750	diacylglycerol kinase, delta 130kDa 
USP40	ENSG00000085982	2	234384166	234475428	ubiquitin specific peptidase 40 
UGT1A8	ENSG00000242366	2	234526291	234681956	UDP glucuronosyltransferase 1 family, polypeptide A8 
UGT1A10	ENSG00000242515	2	234545100	234681951	UDP glucuronosyltransferase 1 family, polypeptide A10 
UGT1A9	ENSG00000241119	2	234580499	234681946	UDP glucuronosyltransferase 1 family, polypeptide A9 
UGT1A7	ENSG00000244122	2	234590584	234681945	UDP glucuronosyltransferase 1 family, polypeptide A7 
UGT1A6	ENSG00000167165	2	234600253	234681946	UDP glucuronosyltransferase 1 family, polypeptide A6 
UGT1A5	ENSG00000240224	2	234621638	234681945	UDP glucuronosyltransferase 1 family, polypeptide A5 
UGT1A4	ENSG00000244474	2	234627424	234681945	UDP glucuronosyltransferase 1 family, polypeptide A4 
UGT1A3	ENSG00000243135	2	234637754	234681945	UDP glucuronosyltransferase 1 family, polypeptide A3 
UGT1A1	ENSG00000241635	2	234668894	234681945	UDP glucuronosyltransferase 1 family, polypeptide A1 
MROH2A	ENSG00000185038	2	234684370	234742069	maestro heat-like repeat family member 2A 
HJURP	ENSG00000123485	2	234742062	234763212	Holliday junction recognition protein 
TRPM8	ENSG00000144481	2	234826043	234928166	transient receptor potential cation channel, subfamily M, member 8 
SPP2	ENSG00000072080	2	234959323	234985778	secreted phosphoprotein 2, 24kDa 
ARL4C	ENSG00000188042	2	235401685	235405697	ADP-ribosylation factor-like 4C 
SH3BP4	ENSG00000130147	2	235860617	235964358	SH3-domain binding protein 4 
AGAP1	ENSG00000157985	2	236402733	237035198	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 
GBX2	ENSG00000168505	2	237073879	237077012	gastrulation brain homeobox 2 
ASB18	ENSG00000182177	2	237102095	237173052	ankyrin repeat and SOCS box containing 18 
IQCA1	ENSG00000132321	2	237232794	237416185	IQ motif containing with AAA domain 1 
ACKR3	ENSG00000144476	2	237476430	237491001	atypical chemokine receptor 3 
COPS8	ENSG00000198612	2	237993955	238009109	COP9 signalosome subunit 8 
COL6A3	ENSG00000163359	2	238232646	238323018	collagen, type VI, alpha 3 
MLPH	ENSG00000115648	2	238394071	238463961	melanophilin 
PRLH	ENSG00000071677	2	238475217	238475818	prolactin releasing hormone 
RAB17	ENSG00000124839	2	238482965	238510257	RAB17, member RAS oncogene family 
LRRFIP1	ENSG00000124831	2	238536219	238722325	leucine rich repeat (in FLII) interacting protein 1 
RBM44	ENSG00000177483	2	238707032	238751451	RNA binding motif protein 44 
RAMP1	ENSG00000132329	2	238767536	238820756	receptor (G protein-coupled) activity modifying protein 1 
UBE2F	ENSG00000184182	2	238875469	238951236	ubiquitin-conjugating enzyme E2F (putative) 
UBE2F-SCLY	ENSG00000258984	2	238875656	239008053	UBE2F-SCLY readthrough (NMD candidate) 
SCLY	ENSG00000132330	2	238969530	239008054	selenocysteine lyase 
ESPNL	ENSG00000144488	2	239008798	239041928	espin-like 
KLHL30	ENSG00000168427	2	239047363	239061588	kelch-like family member 30 
FAM132B	ENSG00000178752	2	239067623	239077541	family with sequence similarity 132, member B 
ILKAP	ENSG00000132323	2	239079042	239112370	integrin-linked kinase-associated serine/threonine phosphatase 
HES6	ENSG00000144485	2	239146908	239149303	hairy and enhancer of split 6 (Drosophila) 
PER2	ENSG00000132326	2	239152679	239198743	period circadian clock 2 
TRAF3IP1	ENSG00000204104	2	239229082	239309541	TNF receptor-associated factor 3 interacting protein 1 
ASB1	ENSG00000065802	2	239335383	239360891	ankyrin repeat and SOCS box containing 1 
TWIST2	ENSG00000233608	2	239756673	239795893	twist basic helix-loop-helix transcription factor 2 
HDAC4	ENSG00000068024	2	239969864	240323348	histone deacetylase 4 
NDUFA10	ENSG00000130414	2	240831867	240964819	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa 
OR6B2	ENSG00000182083	2	240968841	240969906	olfactory receptor, family 6, subfamily B, member 2 
PRR21	ENSG00000221961	2	240981230	240982399	proline rich 21 
OR6B3	ENSG00000178586	2	240984494	240985489	olfactory receptor, family 6, subfamily B, member 3 
MYEOV2	ENSG00000172428	2	241065980	241076224	myeloma overexpressed 2 
OTOS	ENSG00000178602	2	241078446	241083979	otospiralin 
GPC1	ENSG00000063660	2	241375088	241407493	glypican 1 
ANKMY1	ENSG00000144504	2	241418839	241508626	ankyrin repeat and MYND domain containing 1 
DUSP28	ENSG00000188542	2	241499471	241503431	dual specificity phosphatase 28 
RNPEPL1	ENSG00000142327	2	241505221	241518149	arginyl aminopeptidase (aminopeptidase B)-like 1 
CAPN10	ENSG00000142330	2	241526133	241557122	calpain 10 
GPR35	ENSG00000178623	2	241544848	241570676	G protein-coupled receptor 35 
AQP12B	ENSG00000185176	2	241615835	241622323	aquaporin 12B 
AQP12A	ENSG00000184945	2	241631262	241637900	aquaporin 12A 
KIF1A	ENSG00000130294	2	241653181	241759725	kinesin family member 1A 
AGXT	ENSG00000172482	2	241807896	241819919	alanine-glyoxylate aminotransferase 
C2orf54	ENSG00000172478	2	241825465	241836306	chromosome 2 open reading frame 54 
SNED1	ENSG00000162804	2	241938255	242034983	sushi, nidogen and EGF-like domains 1 
MTERFD2	ENSG00000122085	2	242014469	242041747	MTERF domain containing 2 
PASK	ENSG00000115687	2	242045514	242089679	PAS domain containing serine/threonine kinase 
PPP1R7	ENSG00000115685	2	242088991	242123067	protein phosphatase 1, regulatory subunit 7 
ANO7	ENSG00000146205	2	242127924	242164792	anoctamin 7 
HDLBP	ENSG00000115677	2	242166679	242256476	high density lipoprotein binding protein 
SEPT2	ENSG00000168385	2	242254515	242293442	septin 2 
FARP2	ENSG00000006607	2	242295658	242434256	FERM, RhoGEF and pleckstrin domain protein 2 
STK25	ENSG00000115694	2	242432089	242449145	serine/threonine kinase 25 
BOK	ENSG00000176720	2	242498136	242513546	BCL2-related ovarian killer 
THAP4	ENSG00000176946	2	242523820	242576864	THAP domain containing 4 
ATG4B	ENSG00000168397	2	242576628	242613272	autophagy related 4B, cysteine peptidase 
DTYMK	ENSG00000168393	2	242615157	242626406	deoxythymidylate kinase (thymidylate kinase) 
ING5	ENSG00000168395	2	242641450	242668893	inhibitor of growth family, member 5 
D2HGDH	ENSG00000180902	2	242673994	242708231	D-2-hydroxyglutarate dehydrogenase 
GAL3ST2	ENSG00000154252	2	242716240	242743623	galactose-3-O-sulfotransferase 2 
NEU4	ENSG00000204099	2	242749920	242758739	sialidase 4 
PDCD1	ENSG00000188389	2	242792033	242801060	programmed cell death 1 
CXXC11	ENSG00000188011	2	242811752	242815975	CXXC finger protein 11 
CHL1	ENSG00000134121	3	238279	451090	cell adhesion molecule L1-like 
CNTN6	ENSG00000134115	3	1134260	1445901	contactin 6 
CNTN4	ENSG00000144619	3	2140497	3099645	contactin 4 
IL5RA	ENSG00000091181	3	3111233	3168297	interleukin 5 receptor, alpha 
TRNT1	ENSG00000072756	3	3168600	3192563	tRNA nucleotidyl transferase, CCA-adding, 1 
CRBN	ENSG00000113851	3	3190676	3221394	cereblon 
SUMF1	ENSG00000144455	3	3742498	4508965	sulfatase modifying factor 1 
LRRN1	ENSG00000175928	3	3841121	3889387	leucine rich repeat neuronal 1 
SETMAR	ENSG00000170364	3	4344988	4359251	SET domain and mariner transposase fusion gene 
ITPR1	ENSG00000150995	3	4535032	4889524	inositol 1,4,5-trisphosphate receptor, type 1 
BHLHE40	ENSG00000134107	3	5020801	5027008	basic helix-loop-helix family, member e40 
ARL8B	ENSG00000134108	3	5163905	5222596	ADP-ribosylation factor-like 8B 
EDEM1	ENSG00000134109	3	5229331	5261642	ER degradation enhancer, mannosidase alpha-like 1 
GRM7	ENSG00000196277	3	6811688	7783215	glutamate receptor, metabotropic 7 
LMCD1	ENSG00000071282	3	8543393	8609805	LIM and cysteine-rich domains 1 
SSUH2	ENSG00000125046	3	8661086	8786726	ssu-2 homolog (C. elegans) 
CAV3	ENSG00000182533	3	8775486	8883492	caveolin 3 
OXTR	ENSG00000180914	3	8792094	8811314	oxytocin receptor 
RAD18	ENSG00000070950	3	8817088	9005457	RAD18 homolog (S. cerevisiae) 
SRGAP3	ENSG00000196220	3	9022275	9404737	SLIT-ROBO Rho GTPase activating protein 3 
THUMPD3	ENSG00000134077	3	9404526	9428475	THUMP domain containing 3 
SETD5	ENSG00000168137	3	9439299	9520924	SET domain containing 5 
LHFPL4	ENSG00000156959	3	9543481	9595486	lipoma HMGIC fusion partner-like 4 
MTMR14	ENSG00000163719	3	9691117	9744077	myotubularin related protein 14 
CPNE9	ENSG00000144550	3	9745491	9771592	copine family member IX 
BRPF1	ENSG00000156983	3	9773413	9789702	bromodomain and PHD finger containing, 1 
OGG1	ENSG00000114026	3	9791628	9829903	8-oxoguanine DNA glycosylase 
CAMK1	ENSG00000134072	3	9799026	9811676	calcium/calmodulin-dependent protein kinase I 
TADA3	ENSG00000171148	3	9821544	9834695	transcriptional adaptor 3 
ARPC4	ENSG00000241553	3	9834179	9855035	actin related protein 2/3 complex, subunit 4, 20kDa 
ARPC4-TTLL3	ENSG00000250151	3	9834766	9877085	ARPC4-TTLL3 readthrough 
TTLL3	ENSG00000214021	3	9849770	9896822	tubulin tyrosine ligase-like family, member 3 
RPUSD3	ENSG00000156990	3	9879533	9886286	RNA pseudouridylate synthase domain containing 3 
CIDEC	ENSG00000187288	3	9908398	9921938	cell death-inducing DFFA-like effector c 
JAGN1	ENSG00000171135	3	9932238	9936033	jagunal homolog 1 (Drosophila) 
IL17RE	ENSG00000163701	3	9944296	9958086	interleukin 17 receptor E 
IL17RC	ENSG00000163702	3	9958758	9975314	interleukin 17 receptor C 
CRELD1	ENSG00000163703	3	9975506	9987097	cysteine-rich with EGF-like domains 1 
PRRT3	ENSG00000163704	3	9987226	9994078	proline-rich transmembrane protein 3 
EMC3	ENSG00000125037	3	10004221	10052800	ER membrane protein complex subunit 3 
FANCD2	ENSG00000144554	3	10068098	10143614	Fanconi anemia, complementation group D2 
FANCD2OS	ENSG00000163705	3	10123001	10149915	FANCD2 opposite strand 
BRK1	ENSG00000254999	3	10157276	10168874	BRICK1, SCAR/WAVE actin-nucleating complex subunit 
VHL	ENSG00000134086	3	10182692	10193904	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase 
IRAK2	ENSG00000134070	3	10206549	10285427	interleukin-1 receptor-associated kinase 2 
TATDN2	ENSG00000157014	3	10289707	10322902	TatD DNase domain containing 2 
GHRL	ENSG00000157017	3	10327359	10334631	ghrelin/obestatin prepropeptide 
SEC13	ENSG00000157020	3	10334815	10362862	SEC13 homolog (S. cerevisiae) 
ATP2B2	ENSG00000157087	3	10365707	10749716	ATPase, Ca++ transporting, plasma membrane 2 
SLC6A11	ENSG00000132164	3	10857885	10982419	solute carrier family 6 (neurotransmitter transporter, GABA), member 11 
SLC6A1	ENSG00000157103	3	11034410	11080933	solute carrier family 6 (neurotransmitter transporter, GABA), member 1 
HRH1	ENSG00000196639	3	11178779	11305243	histamine receptor H1 
ATG7	ENSG00000197548	3	11313995	11599139	autophagy related 7 
VGLL4	ENSG00000144560	3	11597544	11762220	vestigial like 4 (Drosophila) 
TAMM41	ENSG00000144559	3	11831916	11888393	TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae) 
TIMP4	ENSG00000157150	3	12194551	12200851	TIMP metallopeptidase inhibitor 4 
PPARG	ENSG00000132170	3	12328867	12475855	peroxisome proliferator-activated receptor gamma 
TSEN2	ENSG00000154743	3	12525931	12581122	tRNA splicing endonuclease 2 homolog (S. cerevisiae) 
C3orf83	ENSG00000225526	3	12556433	12602558	chromosome 3 open reading frame 83 
MKRN2	ENSG00000075975	3	12598513	12625212	makorin ring finger protein 2 
RAF1	ENSG00000132155	3	12625100	12705725	v-raf-1 murine leukemia viral oncogene homolog 1 
TMEM40	ENSG00000088726	3	12775024	12810956	transmembrane protein 40 
CAND2	ENSG00000144712	3	12837971	12913415	cullin-associated and neddylation-dissociated 2 (putative) 
RPL32	ENSG00000144713	3	12875984	12883087	ribosomal protein L32 
